School Name,School Type,School Level,School Language,Grade Range,Street,Municipality,City,Province,Postal Code,School Website,Latitude,Longitude
École secondaire l'Orée des Bois,Public,Secondary,French,9-12,159 Avenue du Parc,"Dubreuilville, Township of",Dubreuilville,Ontario,P0S1B0,esodb.cspgno.ca,48.34862,-84.5477
École publique Héritage,Public,Elementary,French,JK-6,2345 Connaught ave,"North Bay, City of",North Bay,Ontario,P1B0A3,heritage.cspne.ca,46.32845,-79.4372
École publique Jeunesse-Active,Public,Elementary,French,JK-8,130 Lisgar rue,"West Nipissing, Municipality of",Sturgeon Falls,Ontario,P2B3H4,jeunesse-active.cspne.ca,46.372,-79.9409
École publique Le Coeur du Nord,Public,Elementary,French,JK-8,80 Cedar rue,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N2B3,coeur-du-nord.cspne.ca,49.4205,-82.4266
École publique Lionel-Gauthier,Public,Elementary,French,JK-6,145 St-Jean rue,"Timmins, City of",Timmins,Ontario,P4R0J7,lionel-gauthier.cspne.ca,48.47749,-81.3802
École publique Pavillon Renaissance,Public,Elementary,French,7-8,301 Shirley rue,"Timmins, City of",Timmins,Ontario,P4R1N5,renaissance.cspne.ca,48.4777,-81.3787
École publique Étoile du Nord,Public,Elementary,French,JK-8,551 Union rue,"Iroquois Falls, Town of",Iroquois Falls,Ontario,P0K1E0,etoile-du-nord.cspne.ca,48.768,-80.6909
École secondaire CANO,Public,Secondary,French,9-12,3 Aurora avenue,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N1J6,cano.cspne.ca,49.42009,-82.42941
École secondaire Passeport Jeunesse,Public,Secondary,French,9-12,75 9e Rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,passeport-jeunesse.cspne.ca,49.6839,-83.6658
École secondaire Renaissance,Public,Secondary,French,9-12,301 Shirley N rue,"Timmins, City of",Timmins,Ontario,P4R1N5,renaissance.cspne.ca,48.4776,-81.3788
École secondaire l'Alliance,Public,Secondary,French,9-12,296 Cambridge avenue,"Iroquois Falls, Town of",Iroquois Falls,Ontario,P0K1E0,escpa.ca,48.7689,-80.682
École secondaire publique Echo du Nord,Public,Secondary,French,9-12,2 Montgomery avenue,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N0A4,echo-du-nord.cspne.ca,49.42065,-82.4345
École secondaire publique Nipissing Ouest,Public,Secondary,French,9-12,175 Ethel rue,"West Nipissing, Municipality of",Sturgeon Falls,Ontario,P2B2Z8,nipissing-ouest.cspne.ca,46.37393,-79.9203
École secondaire publique Odyssée,Public,Secondary,French,9-12,480 Norman ave,"North Bay, City of",North Bay,Ontario,P1B0A8,odyssee.cspne.ca,46.32885,-79.4352
École secondaire publique aux Quatre-Vents,Public,Secondary,French,9-12,1 College Promenade,"Parry Sound, Town of",Parry Sound,Ontario,P2A0A9,quatre-vents.cspne.ca,45.361753,-80.03864
École élémentaire publique Odyssée,Public,Elementary,French,7-8,480 Norman ave,"North Bay, City of",North Bay,Ontario,P1B0A8,odyssee.cspne.ca,46.32886,-79.4353
École élémentaire publique Passeport Jeunesse,Public,Elementary,French,JK-8,75 9e rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,passeport-jeunesse.cspne.ca,49.6839,-83.6658
École élémentaire publique aux Quatre-Vents,Public,Elementary,French,JK-8,70 Joseph rue,"Parry Sound, Town of",Parry Sound,Ontario,P2A2G5,quatre-vents.cspne.ca,45.34469,-80.034
École élémentaire publique des Navigateurs,Public,Elementary,French,JK-8,39 Hessle ave,New Liskeard,New Liskeard,Ontario,P0J1P0,navigateurs.cspne.ca,47.51564,-79.6735
École Saint-Raymond,Catholic,Elementary,French,JK-6,22 Borge avenue,"North Bay, City of",North Bay,Ontario,P1A2S7,http://st-raymond.franco-nord.ca/,46.28821,-79.443
École secondaire catholique Algonquin,Catholic,Secondary,French,9-12,555 Algonquin avenue,"North Bay, City of",North Bay,Ontario,P1B4W8,https://www.franco-nord.ca/escalgonquin,46.31815,-79.4664
École secondaire catholique Algonquin,Catholic,Elementary,French,7-8,555 Algonquin Av,"North Bay, City of",North Bay,Ontario,P1B4W8,https://www.franco-nord.ca/escalgonquin,46.31807,-79.4662
École secondaire catholique Franco-Cité,Catholic,Secondary,French,9-12,90 Main rue,"West Nipissing, Municipality of",Sturgeon Falls,Ontario,P2B2Z7,https://www.franco-nord.ca/francocite,46.37252,-79.9282
École secondaire catholique Élisabeth-Bruyère,Catholic,Elementary,French,7-8,359 Brydges rue,"Mattawa, Town of",Mattawa,Ontario,P0H1V0,https://esceb.franco-nord.ca/,46.31855,-78.7111
École secondaire catholique Élisabeth-Bruyère,Catholic,Secondary,French,9-12,359 Brydges rue,"Mattawa, Town of",Mattawa,Ontario,P0H1V0,https://esceb.franco-nord.ca/,46.3186,-78.7119
École séparée Christ-Roi,Catholic,Elementary,French,JK-8,7 Forget avenue,"West Nipissing, Municipality of",River Valley,Ontario,P0H2C0,http://christ-roi.franco-nord.ca/,46.59173,-80.184
École séparée La Résurrection,Catholic,Elementary,French,JK-8,136 Third rue,"West Nipissing, Municipality of",Sturgeon Falls,Ontario,P2B3C6,http://laresurrection.franco-nord.ca/,46.36026,-79.9236
École séparée Lorrain,Catholic,Elementary,French,JK-8,245 Yonge rue,"Bonfield, Township of",Bonfield,Ontario,P0H1E0,http://lorrain.franco-nord.ca/,46.23632,-79.1459
École séparée Mariale,Catholic,Elementary,French,JK-8,1000 Birch rue,"West Nipissing, Municipality of",Thorne,Ontario,P0H2J0,http://mariale.franco-nord.ca/,46.70041,-79.1039
École séparée Saint-Thomas-D'Aquin,Catholic,Elementary,French,JK-8,1245 Village chemin,"East Ferris, Township of",Astorville,Ontario,P0H1B0,http://st-thomas.franco-nord.ca/,46.18594,-79.2784
École séparée Saint-Vincent,Catholic,Elementary,French,JK-6,124 King Est rue,"North Bay, City of",North Bay,Ontario,P1B1P2,http://st-vincent.franco-nord.ca/,46.31272,-79.4549
École séparée Sainte-Anne,Catholic,Elementary,French,JK-8,361 Brydges rue,"Mattawa, Town of",Mattawa,Ontario,P0H1V0,http://ste-annemat.franco-nord.ca/,46.3186,-78.7119
École séparée Ste-Marguerite-d'Youville,Catholic,Elementary,French,JK-8,73 Principale Est rue,"West Nipissing, Municipality of",Verner,Ontario,P0H2M0,http://ste-marguerite.franco-nord.ca/,46.4102,-80.1184
École élémentaire catholique Saint-Joseph,Catholic,Elementary,French,JK-8,93 Michaud rue,"West Nipissing, Municipality of",Sturgeon Falls,Ontario,P2B1B9,http://st-joseph.franco-nord.ca,46.37352,-79.9213
École élémentaire catholique Saints-Anges,Catholic,Elementary,French,JK-6,681-B Chippewa Ouest rue,"North Bay, City of",North Bay,Ontario,P1B6G8,https://www.franco-nord.ca/saintsanges,46.3261,-79.4518
École intermédiaire catholique - Pavillon Alexandria,Catholic,Elementary,French,7-8,100 McNab rue,"North Glengarry, Township of",Alexandria,Ontario,K0C1A0,http://www.lerelais.csdceo.ca,45.31608,-74.6365
École intermédiaire catholique - Pavillon Casselman,Catholic,Elementary,French,7-8,778 Brébeuf rue,"Casselman, Municipality of",Casselman,Ontario,K0A1M0,http://escc.csdceo.ca,45.31615,-75.088
École intermédiaire catholique - Pavillon Embrun,Catholic,Elementary,French,7-8,1276 St-Jacques rue,"Russell, Township of",Embrun,Ontario,K0A1W0,http://www.esce.csdceo.ca,45.27118,-75.2752
École intermédiaire catholique - Pavillon Hawkesbury,Catholic,Elementary,French,7-8,572 Kitchener,"Hawkesbury, Town of",Hawkesbury,Ontario,K6A2P6,http://escrh.csdceo.ca,45.60615,-74.6252
École intermédiaire catholique - Pavillon Plantagenet,Catholic,Elementary,French,7-8,6150 de comté 17 chemin,"Alfred and Plantagenet, Township o",Plantagenet,Ontario,K0B1L0,http://www.escp.csdceo.ca,45.54734,-74.9992
École intermédiaire catholique - Pavillon Rockland,Catholic,Elementary,French,7-8,1535 du Parc avenue,"Clarence-Rockland, City of",Rockland,Ontario,K4K1K6,https://lescale.csdceo.ca/,45.54897,-75.2863
École intermédiaire catholique La Citadelle,Catholic,Elementary,French,7-8,510 McConnell avenue,"Cornwall, City of",Cornwall,Ontario,K6H4M1,http://www.lacitadelle.csdceo.ca,45.02508,-74.7145
École secondaire catholique Embrun,Catholic,Secondary,French,9-12,1276 St-Jacques rue,"Russell, Township of",Embrun,Ontario,K0A1W0,https://esce.csdceo.ca/,45.2718,-75.2747
École secondaire catholique L'Escale,Catholic,Secondary,French,9-12,1535 du Parc avenue,"Clarence-Rockland, City of",Rockland,Ontario,K4K1K6,http://lescale.csdceo.ca,45.54985,-75.2865
École secondaire catholique La Citadelle,Catholic,Secondary,French,9-12,510 McConnell avenue,"Cornwall, City of",Cornwall,Ontario,K6H4M1,http://www.lacitadelle.csdceo.ca,45.02339,-74.7132
École secondaire catholique Le Relais,Catholic,Secondary,French,9-12,100 McNabb rue,"North Glengarry, Township of",Alexandria,Ontario,K0C1A0,http://lerelais.csdceo.ca,45.3161,-74.6348
École secondaire catholique de Casselman,Catholic,Secondary,French,9-12,778 Brébeuf rue,"Casselman, Municipality of",Casselman,Ontario,K0A1M0,http://escc.csdceo.ca,45.31603,-75.0879
École secondaire catholique de Plantagenet,Catholic,Secondary,French,9-12,6150 de comté 17 chemin,"Alfred and Plantagenet, Township o",Plantagenet,Ontario,K0B1L0,https://escp.csdceo.ca/,45.54564,-74.997
École secondaire catholique régionale de Hawkesbury,Catholic,Secondary,French,9-12,572 Kitchener rue,"Hawkesbury, Town of",Hawkesbury,Ontario,K6A2P3,http://www.escrh.csdceo.ca,45.60621,-74.6252
École élémentaire catholique Curé-Labrosse,Catholic,Elementary,French,JK-6,5050 Fatima rue,"East Hawkesbury, Township of",St-Eugène,Ontario,K0B1P0,http://cure-labrosse.csdceo.ca,45.49969,-74.471
École élémentaire catholique Du Rosaire,Catholic,Elementary,French,JK-6,2410 du Lac chemin,"Clarence-Rockland, City of",St-Pascal-Baylon,Ontario,K0A3N0,http://durosaire.csdceo.ca,45.49387,-75.1558
École élémentaire catholique Elda-Rouleau,Catholic,Elementary,French,JK-6,115 Sandfield rue,"North Glengarry, Township of",Alexandria,Ontario,K0C1A0,http://eldarouleau.csdceo.ca,45.30914,-74.6283
École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Catholic,Elementary,French,JK-6,1045 Notre-Dame rue,"Russell, Township of",Embrun,Ontario,K0A1W0,http://www.eece.csdceo.ca/fr/,45.27658,-75.2725
École élémentaire catholique La Source,Catholic,Elementary,French,JK-6,17095 McLean chemin 1,"North Stormont, Township of",Moose Creek,Ontario,K0C1W0,http://lasource.csdceo.ca,45.26802,-74.9651
École élémentaire catholique Marie-Tanguay,Catholic,Elementary,French,JK-6,1500 Holy Cross boulevard,"Cornwall, City of",Cornwall,Ontario,K6H2X1,http://marie-tanguay.csdceo.ca,45.03619,-74.6966
École élémentaire catholique Notre-Dame,Catholic,Elementary,French,JK-6,420 15e Ouest rue,"Cornwall, City of",Cornwall,Ontario,K6J3K5,https://notre-dame.csdceo.ca/,45.03414,-74.7513
École élémentaire catholique Notre-Dame-du-Rosaire,Catholic,Elementary,French,JK-6,9 Ouest concession,"North Stormont, Township of",Crysler,Ontario,K0A1R0,http://ndr.csdceo.ca/fr/,45.21575,-75.152
École élémentaire catholique Paul VI,Catholic,Elementary,French,JK-6,500 Principale Est rue,"Hawkesbury, Town of",Hawkesbury,Ontario,K6A1A9,http://paulvi.csdceo.ca,45.60937,-74.6028
École élémentaire catholique Sacré-Coeur,Catholic,Elementary,French,JK-6,2233 Dollard rue,"Clarence-Rockland, City of",Bourget,Ontario,K0A1E0,http://sacre-coeur.csdceo.ca,45.43703,-75.1578
École élémentaire catholique Saint-Albert,Catholic,Elementary,French,JK-6,116 Principale rue,The Nation Municipality,St-Albert,Ontario,K0A3C0,http://saint-albert.csdceo.ca,45.25407,-75.1236
École élémentaire catholique Saint-Grégoire,Catholic,Elementary,French,JK-6,50 Home rue,"Champlain, Township of",Vankleek Hill,Ontario,K0B1R0,http://saint-gregoire.csdceo.ca,45.52153,-74.6489
École élémentaire catholique Saint-Isidore,Catholic,Elementary,French,JK-6,20 de l'École rue,The Nation Municipality,St-Isidore,Ontario,K0C2B0,http://saint-isidore.csdceo.ca,45.38432,-74.906
École élémentaire catholique Saint-Jean-Baptiste,Catholic,Elementary,French,JK-6,35 Longueuil rue,"Champlain, Township of",L'Orignal,Ontario,K0B1K0,http://sjb.csdceo.ca/fr/,45.61745,-74.692
École élémentaire catholique Saint-Joseph (Russell),Catholic,Elementary,French,JK-6,1008 Russell Nord chemin,"Russell, Township of",Russell,Ontario,K4R1C8,http://russell.csdceo.ca/fr/,45.2655,-75.3636
École élémentaire catholique Saint-Joseph (Wendover),Catholic,Elementary,French,JK-6,3250 Principale rue,"Alfred and Plantagenet, Township o",Wendover,Ontario,K0A3K0,http://wendover.csdceo.ca,45.57206,-75.1303
École élémentaire catholique Saint-Mathieu,Catholic,Elementary,French,JK-6,3155 Gendron chemin,"Clarence-Rockland, City of",Hammond,Ontario,K0A2A0,http://www.saint-mathieu.csdceo.ca,45.44007,-75.2387
École élémentaire catholique Saint-Paul,Catholic,Elementary,French,JK-6,260 Main rue,"Alfred and Plantagenet, Township o",Plantagenet,Ontario,K0B1L0,http://saint-paul.csdceo.ca,45.53395,-74.9966
École élémentaire catholique Saint-Viateur,Catholic,Elementary,French,JK-6,205 Limoges chemin,The Nation Municipality,Limoges,Ontario,K0A2M0,http://saint-viateur.csdceo.ca,45.35018,-75.2632
École élémentaire catholique Saint-Victor,Catholic,Elementary,French,JK-6,38 Saint-Paul rue,"Alfred and Plantagenet, Township o",Alfred,Ontario,K0B1A0,http://saint-victor.csdceo.ca,45.55761,-74.8803
École élémentaire catholique Sainte-Félicité,Catholic,Elementary,French,JK-6,1647 Landry rue,"Clarence-Rockland, City of",Clarence Creek,Ontario,K0A1N0,http://sainte-felicite.csdceo.ca,45.50916,-75.2186
École élémentaire catholique Sainte-Lucie,Catholic,Elementary,French,JK-6,17 337 Dow rue 1,"South Stormont, Township of",Long Sault,Ontario,K0C1P0,http://sainte-lucie.csdceo.ca,45.09181,-74.7906
École élémentaire catholique Sainte-Trinité,Catholic,Elementary,French,JK-6,879 St-Joseph rue,"Clarence-Rockland, City of",Rockland,Ontario,K4K1C2,http://sainte-trinite.csdceo.ca,45.54776,-75.287
École élémentaire catholique de Casselman - Pav. St-Paul/Ste-Euphémie,Catholic,Elementary,French,JK-6,215 Laurier rue,"Casselman, Municipality of",Casselman,Ontario,K0A1M0,http://casselman.csdceo.ca,45.31706,-75.0828
École élémentaire catholique de l'Ange-Gardien,Catholic,Elementary,French,JK-6,4831 Second Line chemin,"South Glengarry, Township of",North Lancaster,Ontario,K0C1Z0,http://www.ange-gardien.csdceo.ca,45.24766,-74.5013
Notre-Dame-des-Écoles,Catholic,Elementary,French,JK-8,215 Quebec rue,"Greenstone, Municipality of",Nakina,Ontario,P0T2H0,https://nde.csdcab.ca,50.18022,-86.709
École Immaculée-Conception,Catholic,Elementary,French,JK-8,119 Lily Pad Lake chemin,"Ignace, Township of",Ignace,Ontario,P0T1T0,https://ic.csdcab.ca,49.40547,-91.6604
École Notre-Dame-de-Fatima,Catholic,Elementary,French,JK-8,113 Indian chemin,"Greenstone, Municipality of",Longlac,Ontario,P0T2A0,https://ndf.csdcab.ca,49.77944,-86.5324
École St-Joseph,Catholic,Elementary,French,JK-8,308 4e rue nord,"Greenstone, Municipality of",Geraldton,Ontario,P0T1M0,https://sj.csdcab.ca,49.72841,-86.9453
École catholique Franco-Supérieur,Catholic,Elementary,French,JK-6,220 Elgin rue,"Thunder Bay, City of",Thunder Bay,Ontario,P7A0A4,https://fs.csdcab.ca,48.44072,-89.2147
École catholique Franco-Terrace,Catholic,Elementary,French,JK-8,17 Cartier rue,"Terrace Bay, Township of",Terrace Bay,Ontario,P0T2W0,https://ft.csdcab.ca,48.78124,-87.1046
École catholique Val-des-Bois,Catholic,Elementary,French,JK-8,23 Penn Lake chemin,"Marathon, Town of",Marathon,Ontario,P0T2E0,https://vdb.csdcab.ca,48.72265,-86.3708
École catholique de La Vérendrye,Catholic,Elementary,French,7-8,175 High Nord rue,"Thunder Bay, City of",Thunder Bay,Ontario,P7A8C7,https://escdlv.csdcab.ca,48.444,-89.229
École catholique de l'Enfant-Jésus,Catholic,Elementary,French,JK-8,161 Airport chemin 4,"Dryden, City of",Dryden,Ontario,P8N0A2,https://eej.csdcab.ca,49.78851,-92.7565
École catholique des Étoiles-du-Nord,Catholic,Elementary,French,JK-8,54 Discovery chemin,"Red Lake, Municipality of",Red Lake,Ontario,P0V2M0,https://edn.csdcab.ca,51.01629,-93.8266
École secondaire catholique de La Vérendrye,Catholic,Secondary,French,9-12,175 High Nord rue,"Thunder Bay, City of",Thunder Bay,Ontario,P7A8C7,https://escdlv.csdcab.ca,48.44435,-89.2294
École secondaire catholique des satellites,Catholic,Secondary,French,9-12,"161 Airport, Empl 118, Comp 45 chemin 4","Dryden, City of",Dryden,Ontario,P8N0A2,,49.793497,-92.755163
École catholique André-Cary,Catholic,Elementary,French,JK-6,39 Murdock rue,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N1H9,www.cscdgr.education,49.42146,-82.4283
École catholique Anicet-Morin,Catholic,Elementary,French,4-8,1070 Power avenue,"Timmins, City of",Timmins,Ontario,P4R1B4,http://www.cscdgr.education,48.47678,-81.3693
École catholique Assomption (Earlton),Catholic,Elementary,French,JK-8,24 9e avenue,"Armstrong, Township of",Earlton,Ontario,P0J1E0,http://www.cscdgr.education,47.71193,-79.827
École catholique Assomption (Kirkland Lake),Catholic,Elementary,French,JK-6,31 Churchill promenade,"Kirkland Lake, Town of",Kirkland Lake,Ontario,P2N1T8,http://www.cscdgr.education,48.14827,-80.0278
École catholique Cité des Jeunes,Catholic,Elementary,French,7-8,10 Cité des Jeunes boulevard,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N2K2,http://www.cscdgr.education,49.4176,-82.4076
École catholique Don-Bosco,Catholic,Elementary,French,JK-6,400 Lonergan boulevard,"Timmins, City of",Timmins,Ontario,P4P1C7,http://www.cscdgr.education,48.49922,-81.3472
École catholique Georges-Vanier,Catholic,Elementary,French,JK-8,120 Ross chemin,"Smooth Rock Falls, Town of",Smooth Rock Falls,Ontario,P0L2B0,http://www.cscdgr.education,49.27859,-81.6231
École catholique Jacques-Cartier (Kapuskasing),Catholic,Elementary,French,JK-6,8 Brunelle Sud chemin,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N2T2,http://www.cscdgr.education,49.40793,-82.4025
École catholique Jacques-Cartier (Timmins),Catholic,Elementary,French,JK-4,377 Maple Nord rue,"Timmins, City of",Timmins,Ontario,P4N6C4,http://www.cscdgr.education,48.48384,-81.3339
École catholique Louis-Rhéaume,Catholic,Elementary,French,JK-3,600 Pine Nord rue,"Timmins, City of",Timmins,Ontario,P4N6M3,http://www.cscdgr.education,48.48858,-81.3279
École catholique Notre-Dame (Foleyet),Catholic,Elementary,French,JK-8,70 2e avenue,"Greater Sudbury, City of",Foleyet,Ontario,P0M1T0,http://www.cscdgr.education,48.24229,-82.4376
École catholique Notre-Dame-du-Rosaire (Gogama),Catholic,Elementary,French,JK-8,51 Harris rue,"Greater Sudbury, City of",Gogama,Ontario,P0M1W0,http://www.cscdgr.education,47.67464,-81.7251
École catholique Nouveau Regard (Pavillon Jeunesse Nord),Catholic,Secondary,French,9-12,2-399 8e rue,"Cochrane, Town of",Cochrane,Ontario,P0L1C0,http://www.cscdgr.education,49.071,-81.0134
École catholique Nouveau Regard (Pavillon St-Joseph),Catholic,Elementary,French,JK-8,1-399 8e rue,"Cochrane, Town of",Cochrane,Ontario,P0L1C0,http://www.cscdgr.education,49.07082,-81.0142
École catholique Pavillon Notre-Dame,Catholic,Elementary,French,JK-4,48 9e rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,http://www.cscdgr.education,49.68565,-83.6671
École catholique Sacré-Coeur (Timmins),Catholic,Elementary,French,5-8,560 Dieppe rue,"Timmins, City of",Timmins,Ontario,P4N7N4,http://www.cscdgr.education,48.48736,-81.3418
École catholique Saint-Michel,Catholic,Elementary,French,JK-6,998075 11 Nord route,New Liskeard,New Liskeard,Ontario,P0J1P0,http://www.cscdgr.education,47.54344,-79.6736
École catholique Sainte-Croix,Catholic,Elementary,French,JK-8,304 Rorke avenue,Haileybury,Haileybury,Ontario,P0J1K0,http://www.cscdgr.education,47.44457,-79.6383
École catholique Sainte-Marie,Catholic,Elementary,French,7-8,340 Hessle avenue,New Liskeard,New Liskeard,Ontario,P0J1P0,,47.51668708,-79.66014923
École catholique Sainte-Thérèse,Catholic,Elementary,French,JK-8,332 Timmins ave,"Black River-Matheson, Township of",Ramore,Ontario,P0K1R0,http://www.cscdgr.education,48.43114,-80.3254
École catholique St-Dominique,Catholic,Elementary,French,JK-3,855 Park avenue,"Timmins, City of",Timmins,Ontario,P4N4C5,http://www.cscdgr.education,48.47896,-81.3621
École catholique St-François-Xavier,Catholic,Elementary,French,JK-8,189 Balmoral avenue,"Mattice - Val Côté, Township of",Mattice,Ontario,P0L1T0,http://www.cscdgr.on.ca,49.60988,-83.262
École catholique St-Gérard,Catholic,Elementary,French,JK-6,59 Sterling Est avenue,"Timmins, City of",Timmins,Ontario,P4N1R7,http://www2.cscdgr.on.ca/default.aspx?SchoolID=58&PageID=3202,48.46382,-81.3328
École catholique St-Jude,Catholic,Elementary,French,JK-6,255 Dixon rue,"Timmins, City of",Porcupine,Ontario,P0N1C0,http://www.cscdgr.on.ca,48.49301,-81.1587
École catholique St-Jules,Catholic,Elementary,French,JK-8,55 St-Aubin avenue,"Moonbeam, Township of",Moonbeam,Ontario,P0L1V0,http://www.cscdgr.education,49.34428,-82.1532
École catholique St-Louis (Hearst),Catholic,Elementary,French,5-8,1007 Edward rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,http://www.cscdgr.education,49.68592,-83.6681
École catholique St-Louis (Virginiatown),Catholic,Elementary,French,JK-6,2 Kerr Mine chemin,"McGarry, Township of",Virginiatown,Ontario,P0K1X0,http://www.cscdgr.education,48.13427,-79.5887
École catholique Ste-Anne,Catholic,Elementary,French,JK-4,619 Allan rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,http://www.cscdgr.education,49.69194,-83.6562
École catholique Sts-Martyrs-Canadiens,Catholic,Elementary,French,JK-8,425 Teefy rue,"Iroquois Falls, Town of",Iroquois Falls,Ontario,P0K1G0,http://www.cscdgr.education,48.75517,-80.6899
École catholique l’Envolée du Nord,Catholic,Elementary,French,7-8,54 Duncan Sud avenue,"Kirkland Lake, Town of",Kirkland Lake,Ontario,P2N1Y1,http://www.cscdgr.education,48.14874,-80.0306
École secondaire catholique Cité des Jeunes,Catholic,Secondary,French,9-12,10 Cité des Jeunes boulevard,"Kapuskasing, Town of",Kapuskasing,Ontario,P5N2K2,http://www.cscdgr.education,49.41665,-82.4073
École secondaire catholique Georges-Vanier,Catholic,Secondary,French,9-12,120 Ross chemin,"Smooth Rock Falls, Town of",Smooth Rock Falls,Ontario,P0L2B0,http://www.cscdgr.education,49.27929,-81.6223
École secondaire catholique Hearst,Catholic,Secondary,French,9-12,30 10e rue,"Hearst, Town of",Hearst,Ontario,P0L1N0,http://www.cscdgr.education,49.68406,-83.6662
École secondaire catholique L'Alliance,Catholic,Secondary,French,9-12,44 Anson promenade,"Iroquois Falls, Town of",Iroquois Falls,Ontario,P0K1E0,http://www.cscdgr.education,48.76882,-80.6833
École secondaire catholique Sainte-Marie,Catholic,Secondary,French,9-12,340 Hessle avenue,New Liskeard,New Liskeard,Ontario,P0J1P0,http://www.cscdgr.education,47.51641,-79.6603
École secondaire catholique Thériault,Catholic,Secondary,French,9-12,341 Thériault boulevard,"Timmins, City of",Timmins,Ontario,P4N7K3,http://www.cscdgr.education,48.48255,-81.3489
École secondaire catholique l’Envolée du Nord,Catholic,Secondary,French,9-12,54 Duncan Sud avenue,"Kirkland Lake, Town of",Kirkland Lake,Ontario,P2N1Y1,http://www.cscdgr.education,48.1488,-80.0307
École intermédiaire catholique Académie catholique Ange-Gabriel,Catholic,Elementary,French,7-8,1515 Kensington prom.,"Brockville, City of",Brockville,Ontario,K6V6H9,http://www.ange-gabriel.ecolecatholique.ca/,44.6115,-75.7181
École intermédiaire catholique Béatrice-Desloges,Catholic,Elementary,French,7-8,1999 Provence av.,"Ottawa, City of",Orléans,Ontario,K4A3Y6,http://www.beatrice-desloges.ecolecatholique.ca/,45.4686,-75.4594
École intermédiaire catholique Franco-Cité,Catholic,Elementary,French,7-8,623 Smyth chemin,"Ottawa, City of",Ottawa,Ontario,K1G1N7,http://www.franco-cite.ecolecatholique.ca/,45.4005,-75.642
École intermédiaire catholique Franco-Ouest,Catholic,Elementary,French,7-8,411 Seyton prom.,"Ottawa, City of",Nepean,Ontario,K2H8X1,http://www.franco-ouest.ecolecatholique.ca/,45.31553,-75.8327
École intermédiaire catholique Garneau,Catholic,Elementary,French,7-8,6588 Carrière Rue,"Ottawa, City of",Orleans,Ontario,K1C1J4,http://www.garneau.ecolecatholique.ca/fr/,45.4654,-75.525
École intermédiaire catholique Jeanne-Lajoie,Catholic,Elementary,French,7-8,1257 Pembroke rue,"Pembroke, City of",Pembroke,Ontario,K8A5R3,http://www.jeanne-lajoie-secondaire.ecolecatholique.ca/,45.83532,-77.1503
École intermédiaire catholique Mer Bleue,Catholic,Elementary,French,7-8,6401 Renaud Rd,"Ottawa, City of",Orléans,Ontario,K1W0H8,https://mer-bleue.ecolecatholique.ca/,45.43591,-75.5028
École intermédiaire catholique Paul-Desmarais,Catholic,Elementary,French,7-8,5315 Abbott rue,"Ottawa, City of",Ottawa,Ontario,K2S0X3,https://paul-desmarais.ecolecatholique.ca/,45.27385,-75.8969
École intermédiaire catholique Pierre-Savard,Catholic,Elementary,French,7-8,1110 Longfields prom.,"Ottawa, City of",Ottawa,Ontario,K2J0H9,http://www.pierre-savard.ecolecatholique.ca/fr/,45.27313,-75.7375
École intermédiaire catholique Sainte-Marie-Rivier,Catholic,Elementary,French,7-8,1381 Demers Ave,"Kingston, City of",Kingston,Ontario,K7M0J1,http://www.marie-rivier.ecolecatholique.ca/fr/,44.24787,-76.56118
École intermédiaire catholique Samuel-Genest,Catholic,Elementary,French,7-8,704 Carson chemin,"Ottawa, City of",Ottawa,Ontario,K1K2H3,http://www.samuel-genest.ecolecatholique.ca/fr/,45.44244,-75.6288
École secondaire catholique Ange-Gabriel,Catholic,Secondary,French,9-12,1515 Kensington prom.,"Brockville, City of",Brockville,Ontario,K6V6H9,http://www.ange-gabriel.ecolecatholique.ca/,44.61169,-75.7182
École secondaire catholique Béatrice-Desloges,Catholic,Secondary,French,9-12,1999 Provence av.,"Ottawa, City of",Orléans,Ontario,K4A3Y6,http://www.beatrice-desloges.ecolecatholique.ca/,45.4687,-75.4595
École secondaire catholique Franco-Cité,Catholic,Secondary,French,9-12,"623, Smyth chemin","Ottawa, City of",Ottawa,Ontario,K1G1N7,http://www.franco-cite.ecolecatholique.ca/,45.40036,-75.6416
École secondaire catholique Franco-Ouest,Catholic,Secondary,French,9-12,411 Seyton prom.,"Ottawa, City of",Nepean,Ontario,K2H8X1,http://www.franco-ouest.ecolecatholique.ca/,45.31553,-75.8327
École secondaire catholique Garneau,Catholic,Secondary,French,9-12,6588 Carrière rue,"Ottawa, City of",Orléans,Ontario,K1C1J4,http://www.garneau.ecolecatholique.ca/,45.46508,-75.5248
École secondaire catholique Jeanne-Lajoie,Catholic,Secondary,French,9-12,1257 Pembroke Ouest rue,"Pembroke, City of",Pembroke,Ontario,K8A5R3,jeanne-lajoie-secondaire.ecolecatholique.ca,45.83537,-77.1504
